win,lose,probability
Memphis Grizzlies,Brooklyn Nets,0.768197661618096
Charlotte Hornets,Philadelphia 76ers,0.9272428807730017
Boston Celtics,Dallas Mavericks,0.5329911834134008
Golden State Warriors,Denver Nuggets,0.9040635953773042
San Antonio Spurs,Indiana Pacers,0.6844875387638851
Miami Heat,Orlando Magic,0.7714382351505624
Detroit Pistons,Milwaukee Bucks,0.6838959360803485
New Orleans Pelicans,Phoenix Suns,0.6392751578346396
Portland Trail Blazers,Atlanta Hawks,0.5531227684959367
Los Angeles Clippers,Utah Jazz,0.5576119991200807
Oklahoma City Thunder,Washington Wizards,0.715822812966147
Toronto Raptors,Chicago Bulls,0.6371863041715173
Sacramento Kings,Los Angeles Lakers,0.7678209224651328
Cleveland Cavaliers,Minnesota Timberwolves,0.8408039656247814
Boston Celtics,Philadelphia 76ers,0.927800343239939
Milwaukee Bucks,Brooklyn Nets,0.7127936485968065
Cleveland Cavaliers,Indiana Pacers,0.8299871597811521
Minnesota Timberwolves,Denver Nuggets,0.5354523105303413
Detroit Pistons,Dallas Mavericks,0.5916996915483589
Golden State Warriors,Sacramento Kings,0.9423702941851282
Miami Heat,Houston Rockets,0.5250938410845463
Los Angeles Clippers,Atlanta Hawks,0.6776022258600385
Memphis Grizzlies,New Orleans Pelicans,0.6126556688398169
Oklahoma City Thunder,New York Knicks,0.8992167098971441
San Antonio Spurs,Orlando Magic,0.8301963614990084
Phoenix Suns,Los Angeles Lakers,0.5485735036355692
Toronto Raptors,Charlotte Hornets,0.7061562370598984
Portland Trail Blazers,Utah Jazz,0.6069890957833848
Boston Celtics,Chicago Bulls,0.5501323079805944
Indiana Pacers,Washington Wizards,0.653107035314553
Cleveland Cavaliers,New York Knicks,0.9221300874314001
Charlotte Hornets,Detroit Pistons,0.5268941378139084
Golden State Warriors,Los Angeles Clippers,0.8651936213928735
Houston Rockets,New Orleans Pelicans,0.6927926073410491
Portland Trail Blazers,Orlando Magic,0.7261730006839783
Denver Nuggets,Sacramento Kings,0.5146684031999351
Atlanta Hawks,Miami Heat,0.6278876517485016
Chicago Bulls,Phoenix Suns,0.7682163751900484
Denver Nuggets,Brooklyn Nets,0.6470933944399649
Indiana Pacers,Memphis Grizzlies,0.6972935054546062
San Antonio Spurs,Los Angeles Clippers,0.568713416121265
Utah Jazz,Milwaukee Bucks,0.6519753015891515
Dallas Mavericks,Minnesota Timberwolves,0.6230471151944598
Oklahoma City Thunder,Los Angeles Lakers,0.9502406373818346
Washington Wizards,Philadelphia 76ers,0.8953314711853377
Toronto Raptors,Boston Celtics,0.6998210509883352
Cleveland Cavaliers,Chicago Bulls,0.881236217239546
Dallas Mavericks,New Orleans Pelicans,0.7168941649140258
Golden State Warriors,Brooklyn Nets,0.9728851518536197
Houston Rockets,Minnesota Timberwolves,0.6586516677248232
Miami Heat,Indiana Pacers,0.6480326314862107
New York Knicks,Philadelphia 76ers,0.772274720073431
Atlanta Hawks,Orlando Magic,0.6382187583069316
Charlotte Hornets,Sacramento Kings,0.6923604152039338
Memphis Grizzlies,Denver Nuggets,0.5795176867316812
Boston Celtics,Detroit Pistons,0.5344510540856222
Los Angeles Clippers,Charlotte Hornets,0.6664865483458126
San Antonio Spurs,Los Angeles Lakers,0.9500844882469366
Milwaukee Bucks,Phoenix Suns,0.591477940537394
Oklahoma City Thunder,New Orleans Pelicans,0.8986567962486347
Toronto Raptors,Portland Trail Blazers,0.6270484959202401
Washington Wizards,Utah Jazz,0.5609267991467753
Boston Celtics,Atlanta Hawks,0.6096940281470299
Cleveland Cavaliers,Milwaukee Bucks,0.9140176053074729
Miami Heat,Dallas Mavericks,0.5102097989075676
Indiana Pacers,Houston Rockets,0.5026136669980552
Toronto Raptors,New York Knicks,0.7906589522311953
Golden State Warriors,Philadelphia 76ers,0.9795096480380263
Sacramento Kings,Minnesota Timberwolves,0.5018856984875921
Chicago Bulls,Denver Nuggets,0.6414411015628034
Portland Trail Blazers,Detroit Pistons,0.6141743575670583
Charlotte Hornets,Los Angeles Lakers,0.8783907494044683
Memphis Grizzlies,Phoenix Suns,0.689267556929344
Oklahoma City Thunder,Utah Jazz,0.8209482128851262
Golden State Warriors,Washington Wizards,0.8035829226525933
Atlanta Hawks,Dallas Mavericks,0.7192759148455594
Cleveland Cavaliers,Boston Celtics,0.5713729081456813
Los Angeles Clippers,Houston Rockets,0.723624278742602
Miami Heat,Philadelphia 76ers,0.9319616859269444
Denver Nuggets,Milwaukee Bucks,0.5613306644247011
Detroit Pistons,New Orleans Pelicans,0.7018377995644277
Orlando Magic,New York Knicks,0.6032453431131939
Sacramento Kings,Brooklyn Nets,0.6804580529732975
San Antonio Spurs,Indiana Pacers,0.8771470942914299
Toronto Raptors,Washington Wizards,0.7883560950743057
Utah Jazz,Minnesota Timberwolves,0.6772713022689916
Golden State Warriors,Chicago Bulls,0.8105071494134174
Charlotte Hornets,Phoenix Suns,0.83245695870241
Oklahoma City Thunder,Portland Trail Blazers,0.6535277336034309
Cleveland Cavaliers,Atlanta Hawks,0.5549885541366315
Dallas Mavericks,Memphis Grizzlies,0.6313843055833954
Boston Celtics,Los Angeles Lakers,0.8815949081793374
Los Angeles Clippers,Milwaukee Bucks,0.7600706567147841
San Antonio Spurs,New Orleans Pelicans,0.8861820867342944
Miami Heat,Orlando Magic,0.6357834732283004
New York Knicks,Philadelphia 76ers,0.8245620675015761
Oklahoma City Thunder,Phoenix Suns,0.916871668795312
Utah Jazz,Brooklyn Nets,0.816017432012921
Toronto Raptors,Washington Wizards,0.6268446186082727
Los Angeles Clippers,Chicago Bulls,0.5805126565243988
Charlotte Hornets,Denver Nuggets,0.7232755793916181
Houston Rockets,Memphis Grizzlies,0.6174042867172035
Cleveland Cavaliers,Miami Heat,0.5556720433439553
Toronto Raptors,Milwaukee Bucks,0.8008094762155689
Detroit Pistons,Philadelphia 76ers,0.9135154654968245
Portland Trail Blazers,Brooklyn Nets,0.8494014025527409
San Antonio Spurs,Minnesota Timberwolves,0.9329825256114217
Atlanta Hawks,Indiana Pacers,0.6486636816973673
Oklahoma City Thunder,Dallas Mavericks,0.7107963836481918
New Orleans Pelicans,Los Angeles Lakers,0.720381905520593
Golden State Warriors,New York Knicks,0.9019461707728026
Boston Celtics,Phoenix Suns,0.8366463086239592
Utah Jazz,Sacramento Kings,0.6082255376634862
Washington Wizards,Orlando Magic,0.6526318376162007
Golden State Warriors,Atlanta Hawks,0.6942894097322172
Charlotte Hornets,Indiana Pacers,0.6314100345379893
Cleveland Cavaliers,Miami Heat,0.8169070336277735
Sacramento Kings,Denver Nuggets,0.5447641331208146
Detroit Pistons,Chicago Bulls,0.6134759352581789
Los Angeles Clippers,Boston Celtics,0.6597082424917733
Memphis Grizzlies,Brooklyn Nets,0.7300000149272567
Orlando Magic,New York Knicks,0.6032453431131939
Milwaukee Bucks,Philadelphia 76ers,0.8396338798697753
San Antonio Spurs,Houston Rockets,0.8894255555012619
Utah Jazz,New Orleans Pelicans,0.7218106949906715
Dallas Mavericks,Los Angeles Lakers,0.8450424491079098
Oklahoma City Thunder,Portland Trail Blazers,0.6887439826306805
Washington Wizards,Phoenix Suns,0.7622191798044944
Atlanta Hawks,Brooklyn Nets,0.8838342354499392
Washington Wizards,Denver Nuggets,0.6277349117558879
Golden State Warriors,Boston Celtics,0.8789779196698275
Houston Rockets,Utah Jazz,0.5522804852696267
Indiana Pacers,Detroit Pistons,0.6039104435973646
Miami Heat,Charlotte Hornets,0.6128785073387188
Milwaukee Bucks,New York Knicks,0.509507181625326
Los Angeles Clippers,Minnesota Timberwolves,0.7567961752833265
Toronto Raptors,New Orleans Pelicans,0.8139209531832118
Chicago Bulls,Orlando Magic,0.5121105206955311
San Antonio Spurs,Sacramento Kings,0.9306000495101983
Cleveland Cavaliers,Detroit Pistons,0.6879867580008936
Los Angeles Clippers,Memphis Grizzlies,0.67402535004591
Oklahoma City Thunder,San Antonio Spurs,0.5455052467489979
Phoenix Suns,Los Angeles Lakers,0.5485735036355692
Portland Trail Blazers,Philadelphia 76ers,0.9105729722912892
Atlanta Hawks,Toronto Raptors,0.5174644500312082
Chicago Bulls,Houston Rockets,0.5248074763695972
Charlotte Hornets,Orlando Magic,0.7584715821677709
Dallas Mavericks,Brooklyn Nets,0.812332970856804
Boston Celtics,Denver Nuggets,0.7293072324139834
Indiana Pacers,Milwaukee Bucks,0.7001636113033595
Golden State Warriors,Minnesota Timberwolves,0.9058193122854372
Washington Wizards,Sacramento Kings,0.5921646834592174
Charlotte Hornets,New Orleans Pelicans,0.8050588927195959
Dallas Mavericks,Phoenix Suns,0.7802828918223833
Detroit Pistons,New York Knicks,0.7169544265584845
Los Angeles Clippers,Philadelphia 76ers,0.945325367563249
Atlanta Hawks,Memphis Grizzlies,0.627614178679001
Miami Heat,Toronto Raptors,0.516773298339157
Minnesota Timberwolves,Milwaukee Bucks,0.5449609646967719
Oklahoma City Thunder,Utah Jazz,0.8209482128851262
Cleveland Cavaliers,Orlando Magic,0.786023825445202
Portland Trail Blazers,Washington Wizards,0.6459113414212196
Denver Nuggets,Sacramento Kings,0.5146684031999351
San Antonio Spurs,Golden State Warriors,0.6300115808960062
Boston Celtics,Chicago Bulls,0.7241649360098622
New York Knicks,Brooklyn Nets,0.6901993889563813
Cleveland Cavaliers,Houston Rockets,0.6994063784724339
Indiana Pacers,Miami Heat,0.5635144680884362
Los Angeles Lakers,Philadelphia 76ers,0.545006372089016
Portland Trail Blazers,Phoenix Suns,0.8765712641110296
Charlotte Hornets,Chicago Bulls,0.7225054347642837
Denver Nuggets,Los Angeles Lakers,0.6978924199304933
Memphis Grizzlies,Milwaukee Bucks,0.5882444485934272
Washington Wizards,Minnesota Timberwolves,0.6324919516107737
Orlando Magic,Sacramento Kings,0.5135356285450283
San Antonio Spurs,Atlanta Hawks,0.8658961028045975
Toronto Raptors,Dallas Mavericks,0.7950216620024335
Los Angeles Clippers,Utah Jazz,0.5576119991200807
Oklahoma City Thunder,Brooklyn Nets,0.9331164628149194
Cleveland Cavaliers,Detroit Pistons,0.8404900830901584
Golden State Warriors,Philadelphia 76ers,0.9847966859312605
Portland Trail Blazers,New Orleans Pelicans,0.8085467328607295
Indiana Pacers,New York Knicks,0.6868896092422379
Boston Celtics,Minnesota Timberwolves,0.7710605349844218
Chicago Bulls,Memphis Grizzlies,0.6151734518148775
Detroit Pistons,Utah Jazz,0.5655303360187682
Houston Rockets,Los Angeles Lakers,0.8370745981528677
Indiana Pacers,Charlotte Hornets,0.5484644466872333
Los Angeles Clippers,Milwaukee Bucks,0.8349994421915116
Miami Heat,New Orleans Pelicans,0.8161307805649473
Sacramento Kings,Phoenix Suns,0.6946416956604353
San Antonio Spurs,Portland Trail Blazers,0.811149961855722
Washington Wizards,Dallas Mavericks,0.5871710254289036
Atlanta Hawks,Memphis Grizzlies,0.7506665525397674
Cleveland Cavaliers,Utah Jazz,0.8588632117396982
Los Angeles Clippers,Denver Nuggets,0.7530198406430458
Golden State Warriors,Orlando Magic,0.9410413755013339
New York Knicks,Brooklyn Nets,0.652594469765879
Toronto Raptors,Oklahoma City Thunder,0.5198264986251407
Boston Celtics,Brooklyn Nets,0.8662821748801802
Toronto Raptors,Detroit Pistons,0.622457038392829
Milwaukee Bucks,Los Angeles Lakers,0.7404162332205051
Miami Heat,Minnesota Timberwolves,0.7821344805938463
Houston Rockets,New Orleans Pelicans,0.6927926073410491
Dallas Mavericks,Philadelphia 76ers,0.8914825796073097
Orlando Magic,Phoenix Suns,0.699752433804199
Washington Wizards,Chicago Bulls,0.6090292065277757
Atlanta Hawks,Portland Trail Blazers,0.526221715944762
Chicago Bulls,Utah Jazz,0.5499467242064195
Charlotte Hornets,Washington Wizards,0.6954137342085294
Houston Rockets,Denver Nuggets,0.6660990234570752
Golden State Warriors,Milwaukee Bucks,0.9498970940987483
Los Angeles Clippers,Cleveland Cavaliers,0.5023233017512094
San Antonio Spurs,Memphis Grizzlies,0.8236642755877706
Oklahoma City Thunder,Sacramento Kings,0.8735477013321195
Dallas Mavericks,Brooklyn Nets,0.7956718717688798
Detroit Pistons,Phoenix Suns,0.7792755336204914
Cleveland Cavaliers,Los Angeles Lakers,0.9346443374063592
Miami Heat,Portland Trail Blazers,0.5255316064758334
Minnesota Timberwolves,New Orleans Pelicans,0.5657818095600277
Boston Celtics,Philadelphia 76ers,0.9318203794747442
San Antonio Spurs,Sacramento Kings,0.9306000495101983
Toronto Raptors,Indiana Pacers,0.7364819272749528
Boston Celtics,Washington Wizards,0.6971673439971404
Charlotte Hornets,Atlanta Hawks,0.6077189015725544
Houston Rockets,Denver Nuggets,0.6436078805880978
Indiana Pacers,Utah Jazz,0.6377903961495133
Los Angeles Clippers,New York Knicks,0.8493384204564354
Golden State Warriors,Oklahoma City Thunder,0.5326981061450793
Orlando Magic,Philadelphia 76ers,0.8234230909434322
Detroit Pistons,Brooklyn Nets,0.833525094083018
Golden State Warriors,Dallas Mavericks,0.7996743555459032
Los Angeles Clippers,Los Angeles Lakers,0.8939077797751824
Miami Heat,Phoenix Suns,0.8615898709069078
San Antonio Spurs,Minnesota Timberwolves,0.8754596490803261
Memphis Grizzlies,New Orleans Pelicans,0.6090706731086125
Portland Trail Blazers,Milwaukee Bucks,0.7487588915345451
Toronto Raptors,Chicago Bulls,0.8094461923203898
Boston Celtics,Indiana Pacers,0.6333378459943936
Chicago Bulls,Detroit Pistons,0.5141098483234374
Cleveland Cavaliers,Denver Nuggets,0.8380529228514406
Oklahoma City Thunder,Philadelphia 76ers,0.9647450944182168
Charlotte Hornets,Orlando Magic,0.6497815087595857
Sacramento Kings,Milwaukee Bucks,0.5294577737889647
Utah Jazz,New York Knicks,0.723046553481577
Atlanta Hawks,Washington Wizards,0.5189799901000722
Phoenix Suns,Brooklyn Nets,0.6151485720652516
Los Angeles Clippers,Dallas Mavericks,0.5636108665376958
Miami Heat,Toronto Raptors,0.516773298339157
Portland Trail Blazers,New York Knicks,0.7685147045161249
San Antonio Spurs,Memphis Grizzlies,0.9209035211125985
Boston Celtics,Phoenix Suns,0.8537996592079498
Chicago Bulls,Philadelphia 76ers,0.8794179379777544
Cleveland Cavaliers,Charlotte Hornets,0.5734025754945994
Golden State Warriors,Sacramento Kings,0.9423702941851282
Houston Rockets,New Orleans Pelicans,0.7046400918582593
Indiana Pacers,Denver Nuggets,0.7205025171856129
Minnesota Timberwolves,Los Angeles Lakers,0.7610705856446699
Atlanta Hawks,Milwaukee Bucks,0.720836348539035
Detroit Pistons,Orlando Magic,0.5964660527119661
Washington Wizards,Brooklyn Nets,0.8085570420080416
Cleveland Cavaliers,Washington Wizards,0.8667840344283584
Toronto Raptors,Dallas Mavericks,0.6210774765641551
Los Angeles Clippers,Utah Jazz,0.7433884102913212
Portland Trail Blazers,Minnesota Timberwolves,0.7274214264877833
San Antonio Spurs,New York Knicks,0.9454115155217412
Atlanta Hawks,Brooklyn Nets,0.8838342354499392
Boston Celtics,Miami Heat,0.6121973531574343
Charlotte Hornets,Phoenix Suns,0.852761502384267
Denver Nuggets,New Orleans Pelicans,0.5175311995851266
Golden State Warriors,Memphis Grizzlies,0.9342020222959672
Oklahoma City Thunder,Houston Rockets,0.7228954847792595
Indiana Pacers,Philadelphia 76ers,0.9131137694179213
Los Angeles Clippers,Sacramento Kings,0.8135990508986704
Portland Trail Blazers,Los Angeles Lakers,0.9116935944857638
Chicago Bulls,Milwaukee Bucks,0.6057361491549726
Oklahoma City Thunder,Dallas Mavericks,0.7107963836481918
Detroit Pistons,New York Knicks,0.6702409385489808
Memphis Grizzlies,Sacramento Kings,0.5426965942590891
San Antonio Spurs,Cleveland Cavaliers,0.756146780797068
Toronto Raptors,Orlando Magic,0.8366909420695112
Utah Jazz,New Orleans Pelicans,0.7218106949906715
Atlanta Hawks,Phoenix Suns,0.8619196146551001
Brooklyn Nets,Philadelphia 76ers,0.5792404418803804
Charlotte Hornets,Milwaukee Bucks,0.7885890809644452
Miami Heat,Detroit Pistons,0.5116756376570719
Golden State Warriors,Houston Rockets,0.8090540340229281
Indiana Pacers,Minnesota Timberwolves,0.7336437594021463
Washington Wizards,Los Angeles Lakers,0.8233225204661145
Portland Trail Blazers,Denver Nuggets,0.7140928297637891
Boston Celtics,Milwaukee Bucks,0.7899682664190529
Los Angeles Clippers,Washington Wizards,0.7559483498175539
Indiana Pacers,Memphis Grizzlies,0.6038321474149578
Dallas Mavericks,New Orleans Pelicans,0.6467320352265228
Miami Heat,New York Knicks,0.7059143338402445
Oklahoma City Thunder,Orlando Magic,0.8046350779388657
Atlanta Hawks,Philadelphia 76ers,0.9265058377127626
Utah Jazz,Sacramento Kings,0.6082255376634862
San Antonio Spurs,Golden State Warriors,0.6300115808960062
Toronto Raptors,Charlotte Hornets,0.7061562370598984
Cleveland Cavaliers,Chicago Bulls,0.701385942635603
Detroit Pistons,Brooklyn Nets,0.8114370455143578
Minnesota Timberwolves,Los Angeles Lakers,0.6935717937025497
Los Angeles Clippers,Phoenix Suns,0.8528531912273598
Portland Trail Blazers,Houston Rockets,0.6065976423178518
Boston Celtics,Orlando Magic,0.7599874462524462
Charlotte Hornets,Denver Nuggets,0.7576398845780223
Cleveland Cavaliers,Philadelphia 76ers,0.9732043468007097
Golden State Warriors,Houston Rockets,0.9074847698998986
Dallas Mavericks,Memphis Grizzlies,0.5234218340092087
Miami Heat,New York Knicks,0.8170538231858924
Detroit Pistons,Milwaukee Bucks,0.6838959360803485
Sacramento Kings,New Orleans Pelicans,0.5749682606516289
Oklahoma City Thunder,San Antonio Spurs,0.5455052467489979
Toronto Raptors,Indiana Pacers,0.7364819272749528
Utah Jazz,Washington Wizards,0.5892330511997367
Orlando Magic,Brooklyn Nets,0.7467048288641078
Atlanta Hawks,Chicago Bulls,0.5300699901423787
Los Angeles Clippers,Los Angeles Lakers,0.9234651390107969
Sacramento Kings,Minnesota Timberwolves,0.5498210675895876
Portland Trail Blazers,Phoenix Suns,0.822297070374274
Atlanta Hawks,Brooklyn Nets,0.8566449224711082
Cleveland Cavaliers,Indiana Pacers,0.8299871597811521
Golden State Warriors,Washington Wizards,0.9206627191735175
Memphis Grizzlies,Los Angeles Lakers,0.7920462510194647
Miami Heat,Denver Nuggets,0.7706376856313675
Dallas Mavericks,Milwaukee Bucks,0.6272353960309338
Chicago Bulls,New Orleans Pelicans,0.6256862115212568
Boston Celtics,New York Knicks,0.7245080883366313
Oklahoma City Thunder,Charlotte Hornets,0.7597787063114316
Houston Rockets,Phoenix Suns,0.7913309777713902
San Antonio Spurs,Utah Jazz,0.8989880399328585
Toronto Raptors,Philadelphia 76ers,0.9541121512931585
Cleveland Cavaliers,Orlando Magic,0.8994911844703869
Golden State Warriors,Minnesota Timberwolves,0.9443728553078823
Toronto Raptors,Indiana Pacers,0.5492996561968726
Denver Nuggets,New Orleans Pelicans,0.5819770409262589
Chicago Bulls,New York Knicks,0.5907253719398011
Oklahoma City Thunder,Milwaukee Bucks,0.8890044473788342
Brooklyn Nets,Philadelphia 76ers,0.7345041772241226
Dallas Mavericks,Sacramento Kings,0.5823677791568941
San Antonio Spurs,Memphis Grizzlies,0.9209035211125985
Portland Trail Blazers,Utah Jazz,0.6069890957833848
Charlotte Hornets,Washington Wizards,0.5315565058930214
Cleveland Cavaliers,Boston Celtics,0.5713729081456813
Charlotte Hornets,Miami Heat,0.6102267960062137
Toronto Raptors,Detroit Pistons,0.622457038392829
Houston Rockets,Denver Nuggets,0.6436078805880978
Los Angeles Clippers,Dallas Mavericks,0.763328163551114
Oklahoma City Thunder,Memphis Grizzlies,0.7973597003716248
Golden State Warriors,Phoenix Suns,0.9471293472514909
San Antonio Spurs,Los Angeles Lakers,0.9737314327961789
Atlanta Hawks,Boston Celtics,0.6063161942658613
Indiana Pacers,Milwaukee Bucks,0.754658421688311
Washington Wizards,New York Knicks,0.6220681601052
Orlando Magic,Brooklyn Nets,0.7209092794248363
Chicago Bulls,Philadelphia 76ers,0.8823655556637271
Portland Trail Blazers,Minnesota Timberwolves,0.7274214264877833
Cleveland Cavaliers,Atlanta Hawks,0.8153265217684093
San Antonio Spurs,Dallas Mavericks,0.7447404531523802
Denver Nuggets,New Orleans Pelicans,0.5175311995851266
Houston Rockets,Detroit Pistons,0.5164660509761492
Sacramento Kings,Los Angeles Lakers,0.7678209224651328
Memphis Grizzlies,New York Knicks,0.6141172082388702
Oklahoma City Thunder,Phoenix Suns,0.916871668795312
Toronto Raptors,Miami Heat,0.7186465089398515
Utah Jazz,Minnesota Timberwolves,0.6772713022689916
Chicago Bulls,Brooklyn Nets,0.7804874187974656
Charlotte Hornets,Boston Celtics,0.5883028282536406
Golden State Warriors,New Orleans Pelicans,0.9545249922073944
Indiana Pacers,Orlando Magic,0.6146982032199977
Milwaukee Bucks,Philadelphia 76ers,0.8396338798697753
Portland Trail Blazers,Utah Jazz,0.6304567569006218
San Antonio Spurs,Los Angeles Clippers,0.8403315600560628
Miami Heat,Washington Wizards,0.5163503148593873
Cleveland Cavaliers,Atlanta Hawks,0.5549885541366315
Oklahoma City Thunder,Denver Nuggets,0.8529851926001049
Minnesota Timberwolves,Los Angeles Lakers,0.7610705856446699
Detroit Pistons,Memphis Grizzlies,0.5854325948547263
Toronto Raptors,New York Knicks,0.7906589522311953
Dallas Mavericks,Phoenix Suns,0.7548158933607985
Houston Rockets,Sacramento Kings,0.6320458110450036
Boston Celtics,Brooklyn Nets,0.8768188151602236
Chicago Bulls,Orlando Magic,0.6424833887214716
Detroit Pistons,Washington Wizards,0.5818995039022598
Golden State Warriors,Utah Jazz,0.91563363317465
Los Angeles Clippers,Houston Rockets,0.723624278742602
Cleveland Cavaliers,Miami Heat,0.5556720433439553
Charlotte Hornets,Milwaukee Bucks,0.7308720558624308
Indiana Pacers,Philadelphia 76ers,0.9193595938097258
San Antonio Spurs,Portland Trail Blazers,0.6912739947573248
Atlanta Hawks,Charlotte Hornets,0.6135349980074711
Dallas Mavericks,Denver Nuggets,0.6571620988792691
New Orleans Pelicans,Los Angeles Lakers,0.720381905520593
Oklahoma City Thunder,Minnesota Timberwolves,0.8555263052851527
Sacramento Kings,Phoenix Suns,0.6359786016300268
Boston Celtics,Milwaukee Bucks,0.7899682664190529
Chicago Bulls,Brooklyn Nets,0.8015790015677259
Cleveland Cavaliers,Toronto Raptors,0.7392843088238586
Golden State Warriors,Los Angeles Lakers,0.9783567163092106
Houston Rockets,Minnesota Timberwolves,0.6586516677248232
Indiana Pacers,Atlanta Hawks,0.5609222766663269
Los Angeles Clippers,Sacramento Kings,0.8135990508986704
Dallas Mavericks,Memphis Grizzlies,0.5234218340092087
Miami Heat,Washington Wizards,0.7104734459425596
New York Knicks,Philadelphia 76ers,0.772274720073431
Oklahoma City Thunder,Denver Nuggets,0.8703383792685135
Detroit Pistons,Orlando Magic,0.5964660527119661
Portland Trail Blazers,New Orleans Pelicans,0.7674164748117083
San Antonio Spurs,Utah Jazz,0.7400832434832012
